,Distance,Lattitude,Longtitude,YearBuilt,Landsize,BuildingArea,Rooms,Bedroom2,Bathroom,Price,CouncilArea,Regionname,SellerG,Type,Postcode,zipcode,airbnb_price_mean,airbnb_record_count,airbnb_weekly_price_mean,airbnb_monthly_price_mean,airbnb_number_of_reviews_sum,airbnb_number_of_reviews_mean,airbnb_review_scores_rating_min,airbnb_review_scores_rating_max,airbnb_review_scores_rating_mean
2815,9.2,-37.8628,145.0486,,541.0,,3,3.0,2.0,1200000.0,Stonnington,Southern Metropolitan,Other,t,3146,,,,,,,,,,
2816,9.2,-37.8476,145.0554,1910.0,677.0,,4,3.0,3.0,3010000.0,Boroondara,Southern Metropolitan,Other,h,3146,,,,,,,,,,
2817,9.2,-37.8488,145.0573,,0.0,,2,2.0,1.0,785000.0,Boroondara,Southern Metropolitan,Jellis,u,3146,,,,,,,,,,
2818,9.2,-37.8561,145.0934,1960.0,775.0,155.0,4,4.0,2.0,1950000.0,Boroondara,Southern Metropolitan,Marshall,h,3146,,,,,,,,,,
2819,9.2,-37.8553,145.0711,1930.0,700.0,142.0,3,3.0,1.0,2200000.0,Boroondara,Southern Metropolitan,Marshall,h,3146,,,,,,,,,,
2820,9.2,-37.8542,145.0733,1930.0,609.0,140.0,3,3.0,1.0,1751000.0,Boroondara,Southern Metropolitan,Jellis,h,3146,,,,,,,,,,
2821,9.2,-37.8536,145.0547,1930.0,548.0,205.0,4,4.0,2.0,1857000.0,Stonnington,Southern Metropolitan,Other,h,3146,,,,,,,,,,
2822,9.2,-37.8597,145.0571,,602.0,,1,1.0,1.0,375000.0,Stonnington,Southern Metropolitan,Other,u,3146,,,,,,,,,,
2823,9.2,-37.8468,145.0515,1940.0,0.0,74.0,2,2.0,1.0,720000.0,Boroondara,Southern Metropolitan,Jellis,u,3146,,,,,,,,,,
2824,9.2,-37.8471,145.05100000000004,1935.0,401.0,107.0,3,3.0,1.0,1500000.0,Boroondara,Southern Metropolitan,Other,h,3146,,,,,,,,,,
2825,9.2,-37.8521,145.0657,2007.0,603.0,246.0,4,4.0,3.0,2725000.0,Boroondara,Southern Metropolitan,Marshall,h,3146,,,,,,,,,,
2826,9.2,-37.8464,145.0511,,553.0,,2,2.0,1.0,1723000.0,Boroondara,Southern Metropolitan,Jellis,h,3146,,,,,,,,,,
2827,9.2,-37.8572,145.0423,,0.0,,2,2.0,1.0,529500.0,Stonnington,Southern Metropolitan,hockingstuart,u,3146,,,,,,,,,,
2828,9.2,-37.8575,145.0554,1930.0,762.0,153.0,3,3.0,1.0,2800000.0,Stonnington,Southern Metropolitan,Other,h,3146,,,,,,,,,,
2829,9.2,-37.8538,145.0842,1941.0,685.0,143.0,3,3.0,1.0,1665000.0,Boroondara,Southern Metropolitan,hockingstuart,h,3146,,,,,,,,,,
2830,9.2,-37.8555,145.0518,1960.0,0.0,80.0,2,2.0,1.0,600000.0,Stonnington,Southern Metropolitan,hockingstuart,u,3146,,,,,,,,,,
2831,9.2,-37.8578,145.0919,1940.0,615.0,607.0,3,3.0,1.0,1420000.0,Boroondara,Southern Metropolitan,Buxton,h,3146,,,,,,,,,,
2832,9.2,-37.8531,145.086,,307.0,,3,3.0,2.0,1550000.0,Boroondara,Southern Metropolitan,Jellis,h,3146,,,,,,,,,,
2833,9.2,-37.8592,145.0484,2011.0,805.0,,1,1.0,1.0,420000.0,Boroondara,Southern Metropolitan,Jellis,u,3146,,,,,,,,,,
2834,9.2,-37.8573,145.0904,,706.0,,4,4.0,2.0,1920000.0,Boroondara,Southern Metropolitan,Marshall,h,3146,,,,,,,,,,
2835,9.2,-37.8478,145.0566,1989.0,696.0,,5,5.0,3.0,2100000.0,Boroondara,Southern Metropolitan,Jellis,h,3146,,,,,,,,,,
2836,9.2,-37.8515,145.0922,2015.0,654.0,354.0,5,5.0,2.0,2410000.0,Boroondara,Southern Metropolitan,Marshall,h,3146,,,,,,,,,,
2837,9.2,-37.8516,145.061,1930.0,645.0,216.0,4,4.0,2.0,2100000.0,Boroondara,Southern Metropolitan,Marshall,h,3146,,,,,,,,,,
2838,9.2,-37.8509,145.0856,1966.0,1485.0,295.0,4,4.0,2.0,2950000.0,Boroondara,Southern Metropolitan,Other,h,3146,,,,,,,,,,
2839,9.2,-37.8497,145.0466,,0.0,,2,2.0,1.0,390000.0,Stonnington,Southern Metropolitan,hockingstuart,u,3146,,,,,,,,,,
2840,9.2,-37.8649,145.0547,1925.0,1339.0,270.0,5,5.0,2.0,3365000.0,Stonnington,Southern Metropolitan,Other,h,3146,,,,,,,,,,
2841,9.2,-37.8578,145.06799999999996,,397.0,,4,3.0,2.0,1390000.0,Boroondara,Southern Metropolitan,Other,h,3146,,,,,,,,,,
2842,9.2,-37.8523,145.0603,1980.0,394.0,,4,4.0,3.0,1802000.0,Boroondara,Southern Metropolitan,Other,h,3146,,,,,,,,,,
2843,9.2,-37.8539,145.0702,,464.0,,3,3.0,1.0,1310000.0,Boroondara,Southern Metropolitan,Marshall,h,3146,,,,,,,,,,
2844,9.2,-37.8547,145.0771,1975.0,648.0,193.0,3,3.0,2.0,1931000.0,Boroondara,Southern Metropolitan,Jellis,h,3146,,,,,,,,,,
2845,9.2,-37.8583,145.0726,,401.0,,4,3.0,2.0,2000000.0,Boroondara,Southern Metropolitan,Other,h,3146,,,,,,,,,,
2846,9.2,-37.8511,145.0428,1910.0,438.0,107.0,2,2.0,1.0,1250000.0,Stonnington,Southern Metropolitan,Marshall,h,3146,,,,,,,,,,
2847,9.2,-37.8529,145.0806,1930.0,709.0,672.0,5,5.0,3.0,2400000.0,Boroondara,Southern Metropolitan,Jellis,h,3146,,,,,,,,,,
2848,9.2,-37.8578,145.0537,,0.0,,2,2.0,1.0,460000.0,Stonnington,Southern Metropolitan,hockingstuart,u,3146,,,,,,,,,,
2849,13.0,-37.6972,144.9431,1960.0,696.0,118.0,3,3.0,1.0,610000.0,Moreland,Northern Metropolitan,Ray,h,3046,,,,,,,,,,
2850,13.0,-37.6979,144.9335,1960.0,640.0,144.0,3,3.0,1.0,610000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2851,13.0,-37.6969,144.9299,,244.0,3.0,3,3.0,2.0,555000.0,Moreland,Northern Metropolitan,Other,t,3046,,,,,,,,,,
2852,13.0,-37.7088,144.9356,,336.0,,3,3.0,1.0,500000.0,Moreland,Northern Metropolitan,Nelson,h,3046,,,,,,,,,,
2853,13.0,-37.6988,144.9372,1965.0,766.0,127.0,3,3.0,1.0,806500.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2854,13.0,-37.7095,144.9253,,700.0,,5,5.0,3.0,1150000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2855,13.0,-37.7088,144.92600000000004,,487.0,,5,5.0,3.0,850000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2856,13.0,-37.6964,144.9314,2017.0,683.0,138.0,4,4.0,2.0,550000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2857,13.0,-37.6988,144.9438,1950.0,700.0,105.0,3,3.0,1.0,822000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2858,13.0,-37.7115,144.9147,1950.0,1029.0,136.0,3,3.0,2.0,980000.0,Moreland,Northern Metropolitan,Brad,h,3046,,,,,,,,,,
2859,13.0,-37.7062,144.9261,,652.0,,3,3.0,1.0,670000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2860,13.0,-37.7072,144.9252,2010.0,164.0,100.0,2,2.0,1.0,430000.0,Moreland,Northern Metropolitan,Other,u,3046,,,,,,,,,,
2861,13.0,-37.7126,144.9122,,832.0,,2,2.0,1.0,852500.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2862,13.0,-37.712,144.9127,,1011.0,,4,4.0,2.0,1025000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2863,13.0,-37.7082,144.9178,2010.0,164.0,114.0,2,2.0,1.0,540000.0,Moreland,Northern Metropolitan,Nelson,h,3046,,,,,,,,,,
2864,13.0,-37.6978,144.9276,,643.0,,2,2.0,1.0,530000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2865,13.0,-37.7102,144.9362,1976.0,674.0,,3,3.0,1.0,721000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2866,13.0,-37.6986,144.9243,1950.0,640.0,97.0,3,3.0,1.0,737000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2867,13.0,-37.6953,144.9397,,701.0,,3,3.0,1.0,575500.0,Moreland,Northern Metropolitan,hockingstuart,h,3046,,,,,,,,,,
2868,13.0,-37.6999,144.9387,,702.0,,3,3.0,1.0,600000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2869,13.0,-37.702,144.9507,1950.0,224.0,3.0,3,3.0,2.0,460000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2870,13.0,-37.6977,144.9149,2003.0,259.0,,3,3.0,2.0,370000.0,Moreland,Northern Metropolitan,Other,t,3046,,,,,,,,,,
2871,13.0,-37.7065,144.9374,,753.0,,3,3.0,1.0,691000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2872,13.0,-37.6993,144.9393,,589.0,,3,3.0,1.0,500000.0,Moreland,Northern Metropolitan,Nelson,h,3046,,,,,,,,,,
2873,13.0,-37.7112,144.9142,2014.0,136.0,130.0,3,3.0,2.0,545000.0,Moreland,Northern Metropolitan,Barry,t,3046,,,,,,,,,,
2874,13.0,-37.7007,144.9378,1960.0,734.0,140.0,3,3.0,1.0,670000.0,Moreland,Northern Metropolitan,Brad,h,3046,,,,,,,,,,
2875,13.0,-37.6974,144.9326,,627.0,,3,3.0,1.0,572000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2876,13.0,-37.7104,144.9088,1956.0,606.0,124.0,4,4.0,1.0,702000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2877,13.0,-37.706,144.9245,1950.0,705.0,115.0,2,2.0,1.0,730000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2878,13.0,-37.7005,144.9185,1950.0,667.0,81.0,3,3.0,1.0,711500.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2879,13.0,-37.708,144.9211,,805.0,,3,3.0,2.0,820000.0,Moreland,Northern Metropolitan,Nelson,h,3046,,,,,,,,,,
2880,13.0,-37.7028,144.9377,1950.0,695.0,176.0,5,5.0,4.0,810000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2881,13.0,-37.711,144.9178,1970.0,0.0,61.0,2,2.0,1.0,250000.0,Moreland,Northern Metropolitan,Barry,u,3046,,,,,,,,,,
2882,13.0,-37.7001,144.9291,1970.0,325.0,106.0,3,3.0,1.0,460000.0,Moreland,Northern Metropolitan,Other,t,3046,,,,,,,,,,
2883,13.0,-37.7,144.9427,1960.0,780.0,120.0,3,3.0,1.0,793000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2884,13.0,-37.7071,144.9176,1970.0,0.0,74.0,2,2.0,1.0,340000.0,Moreland,Northern Metropolitan,Nelson,u,3046,,,,,,,,,,
2885,13.0,-37.6967,144.9313,,624.0,,3,3.0,1.0,596000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2886,13.0,-37.6949,144.9122,2000.0,320.0,130.0,3,3.0,1.0,447500.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2887,13.0,-37.7029,144.9053,1960.0,616.0,125.0,3,3.0,1.0,588000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2888,13.0,-37.7025,144.9504,1960.0,0.0,96.0,3,3.0,1.0,420000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2889,13.0,-37.7002,144.9428,2000.0,200.0,81.0,2,2.0,1.0,410000.0,Moreland,Northern Metropolitan,Brad,u,3046,,,,,,,,,,
2890,13.0,-37.7022,144.924,,700.0,,3,3.0,1.0,688000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2891,13.0,-37.7006,144.9239,,635.0,,3,3.0,2.0,612500.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2892,13.0,-37.6966,144.9331,1950.0,665.0,85.0,3,3.0,1.0,525000.0,Moreland,Northern Metropolitan,Brad,h,3046,,,,,,,,,,
2893,13.0,-37.7021,144.9136,1960.0,704.0,102.0,3,3.0,1.0,703000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2894,13.0,-37.7006,144.9299,2014.0,252.0,150.0,4,3.0,2.0,608000.0,Moreland,Northern Metropolitan,Other,t,3046,,,,,,,,,,
2895,13.0,-37.7022,144.9054,1970.0,612.0,,5,5.0,3.0,705000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2896,13.0,-37.7053,144.9372,,706.0,,3,3.0,1.0,577000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2897,13.0,-37.702,144.9154,,1996.0,,2,2.0,1.0,230000.0,Moreland,Northern Metropolitan,Other,u,3046,,,,,,,,,,
2898,13.0,-37.7102,144.9112,2014.0,0.0,131.0,4,4.0,3.0,607000.0,Moreland,Northern Metropolitan,Other,t,3046,,,,,,,,,,
2899,13.0,-37.6955,144.9389,1970.0,780.0,180.0,3,3.0,2.0,765500.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2900,13.0,-37.7098,144.9163,2014.0,187.0,99.0,3,3.0,1.0,470000.0,Moreland,Northern Metropolitan,Barry,u,3046,,,,,,,,,,
2901,13.0,-37.7083,144.9158,1995.0,265.0,,3,3.0,1.0,482500.0,Moreland,Northern Metropolitan,Brad,u,3046,,,,,,,,,,
2902,13.0,-37.7002,144.9408,1960.0,650.0,142.0,3,3.0,1.0,580000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2903,13.0,-37.7042,144.9211,1975.0,125.0,,2,2.0,1.0,434500.0,Moreland,Northern Metropolitan,Other,t,3046,,,,,,,,,,
2904,13.0,-37.7117,144.9135,2012.0,253.0,91.0,2,2.0,1.0,620250.0,Moreland,Northern Metropolitan,Other,u,3046,,,,,,,,,,
2905,13.0,-37.6955,144.9253,1960.0,796.0,104.0,3,3.0,1.0,710000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2906,13.0,-37.7002,144.9232,1960.0,630.0,130.0,4,3.0,1.0,630000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2907,13.0,-37.7117,144.9348,,307.0,,2,2.0,1.0,420000.0,Moreland,Northern Metropolitan,Other,t,3046,,,,,,,,,,
2908,13.0,-37.7051,144.9069,1968.0,541.0,139.0,3,3.0,1.0,600000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2909,13.0,-37.7073,144.9277,2010.0,212.0,129.0,3,3.0,2.0,550000.0,Moreland,Northern Metropolitan,Other,t,3046,,,,,,,,,,
2910,13.0,-37.6997,144.9367,,190.0,,3,3.0,2.0,460000.0,Moreland,Northern Metropolitan,Barry,u,3046,,,,,,,,,,
2911,13.0,-37.6975,144.9065,1968.0,586.0,159.0,4,4.0,1.0,600000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2912,13.0,-37.7111,144.9275,2014.0,693.0,192.0,4,4.0,3.0,1217500.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2913,13.0,-37.7009,144.9291,1960.0,599.0,150.0,3,3.0,1.0,600000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2914,13.0,-37.6977,144.9071,1975.0,585.0,146.0,3,3.0,2.0,570000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2915,13.0,-37.6985,144.9441,,695.0,,4,4.0,1.0,655000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2916,13.0,-37.695,144.9271,,677.0,,3,3.0,1.0,500000.0,Moreland,Northern Metropolitan,Nelson,h,3046,,,,,,,,,,
2917,13.0,-37.7097,144.9351,1960.0,597.0,100.0,3,3.0,1.0,762700.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2918,13.0,-37.7081,144.912,2012.0,176.0,89.0,2,2.0,1.0,465000.0,Moreland,Northern Metropolitan,Other,u,3046,,,,,,,,,,
2919,13.0,-37.7067,144.9331,1955.0,668.0,88.0,2,2.0,1.0,741250.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2920,13.0,-37.7072,144.9241,,190.0,2.0,2,2.0,2.0,488500.0,Moreland,Northern Metropolitan,Other,t,3046,,,,,,,,,,
2921,13.0,-37.7004,144.9411,,650.0,,4,4.0,2.0,787500.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2922,13.0,-37.7076,144.9097,,245.0,,2,3.0,1.0,442000.0,Moreland,Northern Metropolitan,Brad,u,3046,,,,,,,,,,
2923,13.0,-37.7063,144.9273,1935.0,977.0,304.0,4,4.0,2.0,1000000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2924,13.0,-37.7072,144.938,,590.0,,2,2.0,1.0,726335.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2925,13.0,-37.7005,144.9258,1950.0,602.0,180.0,4,4.0,2.0,630000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2926,13.0,-37.6967,144.9116,1950.0,705.0,135.0,3,3.0,1.0,670000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2927,13.0,-37.7074,144.9086,2013.0,172.0,77.0,2,2.0,1.0,417000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2928,13.0,-37.7047,144.9087,2001.0,258.0,143.0,3,3.0,1.0,600000.0,Moreland,Northern Metropolitan,Nelson,t,3046,,,,,,,,,,
2929,13.0,-37.6952,144.9256,2010.0,215.0,121.0,3,3.0,2.0,440000.0,Moreland,Northern Metropolitan,Nelson,t,3046,,,,,,,,,,
2930,13.0,-37.7119,144.9111,,348.0,,3,3.0,1.0,501000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2931,13.0,-37.7019,144.9225,1950.0,657.0,116.0,3,3.0,1.0,660000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2932,13.0,-37.7048,144.9097,,781.0,,3,3.0,1.0,722000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2933,13.0,-37.6972,144.9239,2000.0,155.0,155.0,2,2.0,1.0,270000.0,Moreland,Northern Metropolitan,Ray,h,3046,,,,,,,,,,
2934,13.0,-37.6979,144.9377,1970.0,768.0,194.0,4,4.0,2.0,825000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2935,13.0,-37.6969,144.9334,2005.0,624.0,258.0,4,4.0,2.0,638000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2936,13.6,-37.709,144.8925,2001.0,608.0,138.0,3,3.0,2.0,631000.0,Moreland,Western Metropolitan,Nelson,h,3043,,,,,,,,,,
2937,13.6,-37.7068,144.8963,2005.0,149.0,19.0,3,3.0,2.0,532000.0,Moreland,Western Metropolitan,Nelson,t,3043,,,,,,,,,,
2938,13.6,-37.7071,144.8959,,140.0,,3,3.0,2.0,500000.0,Moreland,Western Metropolitan,Nelson,h,3043,,,,,,,,,,
2939,13.6,-37.709,144.8964,2004.0,215.0,139.0,3,3.0,2.0,504000.0,Moreland,Western Metropolitan,Nelson,h,3043,,,,,,,,,,
2940,13.6,-37.7087,144.8962,2000.0,178.0,138.0,3,3.0,2.0,468000.0,Moreland,Western Metropolitan,Nelson,t,3043,,,,,,,,,,
2941,13.6,-37.705,144.9004,2005.0,0.0,264.0,4,4.0,2.0,802500.0,Moreland,Western Metropolitan,Nelson,h,3043,,,,,,,,,,
2942,13.6,-37.7016,144.8974,2007.0,453.0,213.0,4,4.0,2.0,709000.0,Moreland,Western Metropolitan,Nelson,h,3043,,,,,,,,,,
2943,13.6,-37.7089,144.8927,,691.0,,3,3.0,2.0,700000.0,Moreland,Western Metropolitan,Nelson,h,3043,,,,,,,,,,
2944,13.6,-37.7076,144.8961,2004.0,175.0,134.0,3,3.0,2.0,485000.0,Moreland,Western Metropolitan,Nelson,h,3043,,,,,,,,,,
2945,13.6,-37.704,144.8989,2008.0,367.0,141.0,3,3.0,2.0,540000.0,Moreland,Western Metropolitan,Brad,h,3043,,,,,,,,,,
2946,13.6,-37.7091,144.8958,2005.0,158.0,136.0,3,3.0,2.0,390000.0,Moreland,Western Metropolitan,Nelson,h,3043,,,,,,,,,,
2947,13.6,-37.7062,144.8978,2000.0,719.0,251.0,4,4.0,2.0,800000.0,Moreland,Western Metropolitan,Nelson,h,3043,,,,,,,,,,
2948,13.6,-37.704,144.8984,,223.0,,3,3.0,2.0,525000.0,Moreland,Western Metropolitan,Other,h,3043,,,,,,,,,,
2949,13.6,-37.7016,144.8974,2007.0,453.0,213.0,4,4.0,2.0,740000.0,Moreland,Western Metropolitan,Nelson,h,3043,,,,,,,,,,
2950,12.1,-37.711,144.9478,1960.0,597.0,116.0,3,3.0,1.0,605000.0,Moreland,Northern Metropolitan,hockingstuart,h,3046,,,,,,,,,,
2951,12.1,-37.7076,144.9481,1970.0,724.0,103.0,3,3.0,1.0,685500.0,Moreland,Northern Metropolitan,Brad,h,3046,,,,,,,,,,
2952,12.1,-37.7153,144.9507,1950.0,394.0,98.0,2,2.0,1.0,610000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2953,12.1,-37.7124,144.9514,1970.0,604.0,112.0,3,3.0,1.0,630000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2954,12.1,-37.7127,144.9489,2010.0,591.0,268.0,4,4.0,3.0,870000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2955,12.1,-37.7149,144.9473,1950.0,592.0,129.0,3,3.0,2.0,810000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2956,12.1,-37.7114,144.9378,,608.0,,3,3.0,1.0,840000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2957,12.1,-37.711,144.9481,,590.0,,5,5.0,2.0,585000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2958,12.1,-37.7116,144.9468,1983.0,595.0,,4,3.0,2.0,772500.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2959,12.1,-37.7068,144.9467,2005.0,225.0,,3,3.0,1.0,465000.0,Moreland,Northern Metropolitan,Brad,u,3046,,,,,,,,,,
2960,12.1,-37.7084,144.9412,1980.0,692.0,,3,3.0,1.0,719000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2961,12.1,-37.7132,144.9488,2010.0,198.0,96.0,2,2.0,1.0,487000.0,Moreland,Northern Metropolitan,Other,u,3046,,,,,,,,,,
2962,12.1,-37.7056,144.9384,1950.0,700.0,168.0,4,2.0,2.0,700000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2963,12.1,-37.7062,144.9387,1970.0,462.0,161.0,4,4.0,2.0,600500.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2964,12.1,-37.7106,144.9491,1970.0,570.0,134.0,3,3.0,1.0,730000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2965,12.1,-37.7094,144.9377,1960.0,565.0,116.0,3,3.0,2.0,800000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2966,12.1,-37.7123,144.9426,,763.0,,4,4.0,2.0,918000.0,Moreland,Northern Metropolitan,Brad,h,3046,,,,,,,,,,
2967,12.1,-37.715,144.9475,2011.0,301.0,251.0,3,3.0,2.0,750000.0,Moreland,Northern Metropolitan,Other,t,3046,,,,,,,,,,
2968,12.1,-37.7077,144.9438,1960.0,568.0,115.0,3,3.0,1.0,740000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2969,12.1,-37.7098,144.9446,1960.0,539.0,,3,3.0,1.0,721000.0,Moreland,Northern Metropolitan,Brad,h,3046,,,,,,,,,,
2970,12.1,-37.7157,144.9507,1970.0,574.0,106.0,3,3.0,1.0,646000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2971,12.1,-37.7073,144.9486,2000.0,230.0,113.0,3,3.0,2.0,545000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2972,12.1,-37.705,144.9469,,700.0,,3,3.0,1.0,770000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2973,12.1,-37.704,144.9399,1960.0,700.0,176.0,4,3.0,1.0,777000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2974,12.1,-37.7098,144.9424,1950.0,580.0,103.0,2,3.0,3.0,722000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2975,12.1,-37.7128,144.9471,1960.0,591.0,102.0,2,2.0,1.0,545000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2976,12.1,-37.707,144.9411,2012.0,234.0,115.0,3,3.0,2.0,510000.0,Moreland,Northern Metropolitan,Other,t,3046,,,,,,,,,,
2977,12.1,-37.7133,144.9436,1960.0,359.0,,2,2.0,1.0,542500.0,Moreland,Northern Metropolitan,Ray,h,3046,,,,,,,,,,
2978,12.1,-37.7133,144.947,1965.0,593.0,95.0,3,4.0,1.0,631500.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2979,12.1,-37.7149,144.9474,,302.0,,4,4.0,2.0,750074.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2980,12.1,-37.7079,144.9432,,557.0,,3,3.0,1.0,591000.0,Moreland,Northern Metropolitan,Brad,h,3046,,,,,,,,,,
2981,12.1,-37.7107,144.9419,1960.0,610.0,142.0,3,3.0,1.0,550000.0,Moreland,Northern Metropolitan,Brad,h,3046,,,,,,,,,,
2982,12.1,-37.714,144.939,1970.0,249.0,2.0,2,2.0,1.0,330000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2983,12.1,-37.7091,144.9491,,808.0,,5,5.0,2.0,800000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2984,12.1,-37.7136,144.9374,,560.0,,3,3.0,2.0,725000.0,Moreland,Northern Metropolitan,Brad,h,3046,,,,,,,,,,
2985,12.1,-37.7083,144.9495,1950.0,672.0,,4,4.0,2.0,815000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2986,12.1,-37.7099,144.938,1960.0,613.0,92.0,2,2.0,1.0,715888.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2987,12.1,-37.7096,144.9404,,588.0,,4,4.0,1.0,650000.0,Moreland,Northern Metropolitan,Barry,h,3046,,,,,,,,,,
2988,12.1,-37.707,144.9413,2012.0,137.0,110.0,2,2.0,1.0,468000.0,Moreland,Northern Metropolitan,Nelson,t,3046,,,,,,,,,,
2989,12.1,-37.709,144.9434,,1020.0,,3,3.0,1.0,1102000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2990,12.1,-37.7128,144.9496,1990.0,345.0,79.0,2,2.0,1.0,515000.0,Moreland,Northern Metropolitan,Other,h,3046,,,,,,,,,,
2991,12.1,-37.709,144.9483,,594.0,,3,3.0,1.0,716000.0,Moreland,Northern Metropolitan,Nelson,h,3046,,,,,,,,,,
